fill	x	y	group	xmin	xmax	ymin	ymax
#1F4363	26	28	-1	25.5	26.5	27.5	28.5
#254E72	27	28	-1	26.5	27.5	27.5	28.5
#2D5E87	28	28	-1	27.5	28.5	27.5	28.5
#2E618B	29	28	-1	28.5	29.5	27.5	28.5
#3875A6	30	28	-1	29.5	30.5	27.5	28.5
#3C7CB0	31	28	-1	30.5	31.5	27.5	28.5
#356F9F	32	28	-1	31.5	32.5	27.5	28.5
#3773A4	33	28	-1	32.5	33.5	27.5	28.5
#2E608A	34	28	-1	33.5	34.5	27.5	28.5
#265176	35	28	-1	34.5	35.5	27.5	28.5
#1F4262	36	28	-1	35.5	36.5	27.5	28.5
#1C3C5A	37	28	-1	36.5	37.5	27.5	28.5
#1B3A58	38	28	-1	37.5	38.5	27.5	28.5
#16314C	39	28	-1	38.5	39.5	27.5	28.5
#153049	40	28	-1	39.5	40.5	27.5	28.5
#132C44	42	28	-1	41.5	42.5	27.5	28.5
#132B43	20	29	-1	19.5	20.5	28.5	29.5
#132C44	21	29	-1	20.5	21.5	28.5	29.5
#142D46	22	29	-1	21.5	22.5	28.5	29.5
#183550	23	29	-1	22.5	23.5	28.5	29.5
#193652	24	29	-1	23.5	24.5	28.5	29.5
#17344F	25	29	-1	24.5	25.5	28.5	29.5
#1F4262	26	29	-1	25.5	26.5	28.5	29.5
#234A6D	27	29	-1	26.5	27.5	28.5	29.5
#2F628E	28	29	-1	27.5	28.5	28.5	29.5
#3875A6	29	29	-1	28.5	29.5	28.5	29.5
#3E81B7	30	29	-1	29.5	30.5	28.5	29.5
#458EC9	31	29	-1	30.5	31.5	28.5	29.5
#4D9FDF	32	29	-1	31.5	32.5	28.5	29.5
#3874A5	33	29	-1	32.5	33.5	28.5	29.5
#3670A0	34	29	-1	33.5	34.5	28.5	29.5
#3671A1	35	29	-1	34.5	35.5	28.5	29.5
#214668	36	29	-1	35.5	36.5	28.5	29.5
#1C3C5A	37	29	-1	36.5	37.5	28.5	29.5
#1D3E5C	38	29	-1	37.5	38.5	28.5	29.5
#16314C	39	29	-1	38.5	39.5	28.5	29.5
#152F48	40	29	-1	39.5	40.5	28.5	29.5
#142D46	41	29	-1	40.5	41.5	28.5	29.5
#142D45	42	29	-1	41.5	42.5	28.5	29.5
#132C44	43	29	-1	42.5	43.5	28.5	29.5
#132B43	14	30	-1	13.5	14.5	29.5	30.5
#132C44	18	30	-1	17.5	18.5	29.5	30.5
#132B43	19	30	-1	18.5	19.5	29.5	30.5
#132B43	20	30	-1	19.5	20.5	29.5	30.5
#142D46	21	30	-1	20.5	21.5	29.5	30.5
#142D45	22	30	-1	21.5	22.5	29.5	30.5
#17324D	23	30	-1	22.5	23.5	29.5	30.5
#193753	24	30	-1	23.5	24.5	29.5	30.5
#1B3B59	25	30	-1	24.5	25.5	29.5	30.5
#28547A	26	30	-1	25.5	26.5	29.5	30.5
#2A5981	27	30	-1	26.5	27.5	29.5	30.5
#3D7EB3	28	30	-1	27.5	28.5	29.5	30.5
#3C7CB0	29	30	-1	28.5	29.5	29.5	30.5
#4FA3E4	30	30	-1	29.5	30.5	29.5	30.5
#56B1F7	31	30	-1	30.5	31.5	29.5	30.5
#51A7EA	32	30	-1	31.5	32.5	29.5	30.5
#4894D0	33	30	-1	32.5	33.5	29.5	30.5
#4793CF	34	30	-1	33.5	34.5	29.5	30.5
#3772A2	35	30	-1	34.5	35.5	29.5	30.5
#2C5D86	36	30	-1	35.5	36.5	29.5	30.5
#275379	37	30	-1	36.5	37.5	29.5	30.5
#1F4262	38	30	-1	37.5	38.5	29.5	30.5
#17324D	39	30	-1	38.5	39.5	29.5	30.5
#17334E	40	30	-1	39.5	40.5	29.5	30.5
#142D46	41	30	-1	40.5	41.5	29.5	30.5
#152E47	42	30	-1	41.5	42.5	29.5	30.5
#132B43	43	30	-1	42.5	43.5	29.5	30.5
#132C44	44	30	-1	43.5	44.5	29.5	30.5
#132C44	45	30	-1	44.5	45.5	29.5	30.5
#132B43	19	31	-1	18.5	19.5	30.5	31.5
#132B43	21	31	-1	20.5	21.5	30.5	31.5
#153049	22	31	-1	21.5	22.5	30.5	31.5
#152F48	23	31	-1	22.5	23.5	30.5	31.5
#17324D	24	31	-1	23.5	24.5	30.5	31.5
#1C3C5A	25	31	-1	24.5	25.5	30.5	31.5
#1F4464	26	31	-1	25.5	26.5	30.5	31.5
#265177	27	31	-1	26.5	27.5	30.5	31.5
#346C9B	28	31	-1	27.5	28.5	30.5	31.5
#3F82B8	29	31	-1	28.5	29.5	30.5	31.5
#4895D2	30	31	-1	29.5	30.5	30.5	31.5
#4691CD	31	31	-1	30.5	31.5	30.5	31.5
#4A98D6	32	31	-1	31.5	32.5	30.5	31.5
#4B9BDA	33	31	-1	32.5	33.5	30.5	31.5
#3A79AD	34	31	-1	33.5	34.5	30.5	31.5
#316692	35	31	-1	34.5	35.5	30.5	31.5
#28557C	36	31	-1	35.5	36.5	30.5	31.5
#1F4464	37	31	-1	36.5	37.5	30.5	31.5
#1D3F5F	38	31	-1	37.5	38.5	30.5	31.5
#183551	39	31	-1	38.5	39.5	30.5	31.5
#153049	40	31	-1	39.5	40.5	30.5	31.5
#142D45	41	31	-1	40.5	41.5	30.5	31.5
#132C44	42	31	-1	41.5	42.5	30.5	31.5
#142D45	43	31	-1	42.5	43.5	30.5	31.5
#132C44	20	32	-1	19.5	20.5	31.5	32.5
#132C44	21	32	-1	20.5	21.5	31.5	32.5
#152F48	22	32	-1	21.5	22.5	31.5	32.5
#132C44	23	32	-1	22.5	23.5	31.5	32.5
#153049	24	32	-1	23.5	24.5	31.5	32.5
#16314C	25	32	-1	24.5	25.5	31.5	32.5
#1B3B59	26	32	-1	25.5	26.5	31.5	32.5
#244D71	27	32	-1	26.5	27.5	31.5	32.5
#2B5B84	28	32	-1	27.5	28.5	31.5	32.5
#3773A4	29	32	-1	28.5	29.5	31.5	32.5
#4084BA	30	32	-1	29.5	30.5	31.5	32.5
#438BC3	31	32	-1	30.5	31.5	31.5	32.5
#4D9EDE	32	32	-1	31.5	32.5	31.5	32.5
#4792CE	33	32	-1	32.5	33.5	31.5	32.5
#3C7DB2	34	32	-1	33.5	34.5	31.5	32.5
#2D5E87	35	32	-1	34.5	35.5	31.5	32.5
#28547A	36	32	-1	35.5	36.5	31.5	32.5
#22496B	37	32	-1	36.5	37.5	31.5	32.5
#1B3A58	38	32	-1	37.5	38.5	31.5	32.5
#142D46	39	32	-1	38.5	39.5	31.5	32.5
#142D46	40	32	-1	39.5	40.5	31.5	32.5
#16314B	41	32	-1	40.5	41.5	31.5	32.5
#132B43	44	32	-1	43.5	44.5	31.5	32.5
#132B43	19	33	-1	18.5	19.5	32.5	33.5
#132C44	22	33	-1	21.5	22.5	32.5	33.5
#142D46	23	33	-1	22.5	23.5	32.5	33.5
#16314C	24	33	-1	23.5	24.5	32.5	33.5
#17344F	25	33	-1	24.5	25.5	32.5	33.5
#1D3E5C	26	33	-1	25.5	26.5	32.5	33.5
#1F4262	27	33	-1	26.5	27.5	32.5	33.5
#2A587F	28	33	-1	27.5	28.5	32.5	33.5
#2B5B84	29	33	-1	28.5	29.5	32.5	33.5
#316692	30	33	-1	29.5	30.5	32.5	33.5
#4691CD	31	33	-1	30.5	31.5	32.5	33.5
#3C7CB0	32	33	-1	31.5	32.5	32.5	33.5
#316692	33	33	-1	32.5	33.5	32.5	33.5
#3772A2	34	33	-1	33.5	34.5	32.5	33.5
#234B6F	35	33	-1	34.5	35.5	32.5	33.5
#265177	36	33	-1	35.5	36.5	32.5	33.5
#22486A	37	33	-1	36.5	37.5	32.5	33.5
#17344F	38	33	-1	37.5	38.5	32.5	33.5
#153049	39	33	-1	38.5	39.5	32.5	33.5
#16314B	40	33	-1	39.5	40.5	32.5	33.5
#132C44	41	33	-1	40.5	41.5	32.5	33.5
#142D46	42	33	-1	41.5	42.5	32.5	33.5
#132B43	18	34	-1	17.5	18.5	33.5	34.5
#132B43	20	34	-1	19.5	20.5	33.5	34.5
#142D45	22	34	-1	21.5	22.5	33.5	34.5
#132C44	23	34	-1	22.5	23.5	33.5	34.5
#153049	24	34	-1	23.5	24.5	33.5	34.5
#153049	25	34	-1	24.5	25.5	33.5	34.5
#193753	26	34	-1	25.5	26.5	33.5	34.5
#183551	27	34	-1	26.5	27.5	33.5	34.5
#204465	28	34	-1	27.5	28.5	33.5	34.5
#265074	29	34	-1	28.5	29.5	33.5	34.5
#2E608A	30	34	-1	29.5	30.5	33.5	34.5
#2D5F89	31	34	-1	30.5	31.5	33.5	34.5
#3874A5	32	34	-1	31.5	32.5	33.5	34.5
#2E618C	33	34	-1	32.5	33.5	33.5	34.5
#2A5981	34	34	-1	33.5	34.5	33.5	34.5
#22486A	35	34	-1	34.5	35.5	33.5	34.5
#204465	36	34	-1	35.5	36.5	33.5	34.5
#1E4060	37	34	-1	36.5	37.5	33.5	34.5
#183550	38	34	-1	37.5	38.5	33.5	34.5
#183551	39	34	-1	38.5	39.5	33.5	34.5
#152F48	40	34	-1	39.5	40.5	33.5	34.5
#142D46	41	34	-1	40.5	41.5	33.5	34.5
#132B43	42	34	-1	41.5	42.5	33.5	34.5
#132C44	43	34	-1	42.5	43.5	33.5	34.5
#132B43	44	34	-1	43.5	44.5	33.5	34.5
#132B43	45	34	-1	44.5	45.5	33.5	34.5
#132B43	17	35	-1	16.5	17.5	34.5	35.5
#132C44	22	35	-1	21.5	22.5	34.5	35.5
#142D45	23	35	-1	22.5	23.5	34.5	35.5
#152E47	24	35	-1	23.5	24.5	34.5	35.5
#132C44	25	35	-1	24.5	25.5	34.5	35.5
#17324D	26	35	-1	25.5	26.5	34.5	35.5
#193753	27	35	-1	26.5	27.5	34.5	35.5
#193753	28	35	-1	27.5	28.5	34.5	35.5
#1D3F5F	29	35	-1	28.5	29.5	34.5	35.5
#1E4060	30	35	-1	29.5	30.5	34.5	35.5
#1F4464	31	35	-1	30.5	31.5	34.5	35.5
#234B6F	32	35	-1	31.5	32.5	34.5	35.5
#2A5980	33	35	-1	32.5	33.5	34.5	35.5
#214769	34	35	-1	33.5	34.5	34.5	35.5
#1D3F5D	35	35	-1	34.5	35.5	34.5	35.5
#1A3956	36	35	-1	35.5	36.5	34.5	35.5
#1C3D5B	37	35	-1	36.5	37.5	34.5	35.5
#193652	38	35	-1	37.5	38.5	34.5	35.5
#153049	39	35	-1	38.5	39.5	34.5	35.5
#153049	40	35	-1	39.5	40.5	34.5	35.5
#132B43	41	35	-1	40.5	41.5	34.5	35.5
#132B43	42	35	-1	41.5	42.5	34.5	35.5
#142D45	23	36	-1	22.5	23.5	35.5	36.5
#132C44	24	36	-1	23.5	24.5	35.5	36.5
#132C44	25	36	-1	24.5	25.5	35.5	36.5
#153049	26	36	-1	25.5	26.5	35.5	36.5
#16314C	27	36	-1	26.5	27.5	35.5	36.5
#16314C	28	36	-1	27.5	28.5	35.5	36.5
#17344F	29	36	-1	28.5	29.5	35.5	36.5
#1E4060	30	36	-1	29.5	30.5	35.5	36.5
#1F4464	31	36	-1	30.5	31.5	35.5	36.5
#1F4363	32	36	-1	31.5	32.5	35.5	36.5
#1A3A57	33	36	-1	32.5	33.5	35.5	36.5
#1A3956	34	36	-1	33.5	34.5	35.5	36.5
#1A3854	35	36	-1	34.5	35.5	35.5	36.5
#193753	36	36	-1	35.5	36.5	35.5	36.5
#16314C	37	36	-1	36.5	37.5	35.5	36.5
#183551	38	36	-1	37.5	38.5	35.5	36.5
#153049	39	36	-1	38.5	39.5	35.5	36.5
#152E47	40	36	-1	39.5	40.5	35.5	36.5
#142D45	41	36	-1	40.5	41.5	35.5	36.5
#142D46	42	36	-1	41.5	42.5	35.5	36.5
#132B43	43	36	-1	42.5	43.5	35.5	36.5
#132B43	44	36	-1	43.5	44.5	35.5	36.5
#132C44	46	36	-1	45.5	46.5	35.5	36.5
#132B43	23	37	-1	22.5	23.5	36.5	37.5
#132C44	24	37	-1	23.5	24.5	36.5	37.5
#132C44	25	37	-1	24.5	25.5	36.5	37.5
#153049	27	37	-1	26.5	27.5	36.5	37.5
#152F48	28	37	-1	27.5	28.5	36.5	37.5
#16314B	29	37	-1	28.5	29.5	36.5	37.5
#1A3854	30	37	-1	29.5	30.5	36.5	37.5
#193652	31	37	-1	30.5	31.5	36.5	37.5
#183551	32	37	-1	31.5	32.5	36.5	37.5
#1C3D5B	33	37	-1	32.5	33.5	36.5	37.5
#1B3B59	34	37	-1	33.5	34.5	36.5	37.5
#17324D	35	37	-1	34.5	35.5	36.5	37.5
#152E47	36	37	-1	35.5	36.5	36.5	37.5
#16314C	37	37	-1	36.5	37.5	36.5	37.5
#153049	38	37	-1	37.5	38.5	36.5	37.5
#132C44	39	37	-1	38.5	39.5	36.5	37.5
#142D46	40	37	-1	39.5	40.5	36.5	37.5
#132B43	42	37	-1	41.5	42.5	36.5	37.5
#132B43	43	37	-1	42.5	43.5	36.5	37.5
#132B43	44	37	-1	43.5	44.5	36.5	37.5
#132B43	21	38	-1	20.5	21.5	37.5	38.5
#132B43	22	38	-1	21.5	22.5	37.5	38.5
#132B43	24	38	-1	23.5	24.5	37.5	38.5
#142D45	26	38	-1	25.5	26.5	37.5	38.5
#132C44	27	38	-1	26.5	27.5	37.5	38.5
#142D46	28	38	-1	27.5	28.5	37.5	38.5
#153049	29	38	-1	28.5	29.5	37.5	38.5
#153049	30	38	-1	29.5	30.5	37.5	38.5
#142D46	31	38	-1	30.5	31.5	37.5	38.5
#1A3854	32	38	-1	31.5	32.5	37.5	38.5
#153049	33	38	-1	32.5	33.5	37.5	38.5
#183551	34	38	-1	33.5	34.5	37.5	38.5
#142D45	35	38	-1	34.5	35.5	37.5	38.5
#152F48	36	38	-1	35.5	36.5	37.5	38.5
#152F48	37	38	-1	36.5	37.5	37.5	38.5
#152E47	38	38	-1	37.5	38.5	37.5	38.5
#132B43	39	38	-1	38.5	39.5	37.5	38.5
#132C44	40	38	-1	39.5	40.5	37.5	38.5
#132B43	41	38	-1	40.5	41.5	37.5	38.5
#132B43	42	38	-1	41.5	42.5	37.5	38.5
#132B43	22	39	-1	21.5	22.5	38.5	39.5
#132B43	23	39	-1	22.5	23.5	38.5	39.5
#132C44	26	39	-1	25.5	26.5	38.5	39.5
#132B43	28	39	-1	27.5	28.5	38.5	39.5
#142D46	29	39	-1	28.5	29.5	38.5	39.5
#142D45	30	39	-1	29.5	30.5	38.5	39.5
#152F48	31	39	-1	30.5	31.5	38.5	39.5
#152E47	32	39	-1	31.5	32.5	38.5	39.5
#16314C	33	39	-1	32.5	33.5	38.5	39.5
#16314B	34	39	-1	33.5	34.5	38.5	39.5
#142D45	35	39	-1	34.5	35.5	38.5	39.5
#16314B	36	39	-1	35.5	36.5	38.5	39.5
#152E47	37	39	-1	36.5	37.5	38.5	39.5
#142D45	38	39	-1	37.5	38.5	38.5	39.5
#142D45	39	39	-1	38.5	39.5	38.5	39.5
#132B43	41	39	-1	40.5	41.5	38.5	39.5
#132C44	42	39	-1	41.5	42.5	38.5	39.5
#132C44	44	39	-1	43.5	44.5	38.5	39.5
#132B43	22	40	-1	21.5	22.5	39.5	40.5
#132C44	27	40	-1	26.5	27.5	39.5	40.5
#132B43	28	40	-1	27.5	28.5	39.5	40.5
#132C44	30	40	-1	29.5	30.5	39.5	40.5
#132C44	31	40	-1	30.5	31.5	39.5	40.5
#142D46	32	40	-1	31.5	32.5	39.5	40.5
#132B43	33	40	-1	32.5	33.5	39.5	40.5
#132C44	34	40	-1	33.5	34.5	39.5	40.5
#132B43	35	40	-1	34.5	35.5	39.5	40.5
#132B43	36	40	-1	35.5	36.5	39.5	40.5
#142D45	37	40	-1	36.5	37.5	39.5	40.5
#132B43	39	40	-1	38.5	39.5	39.5	40.5
#132B43	42	40	-1	41.5	42.5	39.5	40.5
#132B43	44	40	-1	43.5	44.5	39.5	40.5
#132B43	46	40	-1	45.5	46.5	39.5	40.5
#142D45	29	41	-1	28.5	29.5	40.5	41.5
#132B43	31	41	-1	30.5	31.5	40.5	41.5
#132B43	32	41	-1	31.5	32.5	40.5	41.5
#142D46	34	41	-1	33.5	34.5	40.5	41.5
#132B43	35	41	-1	34.5	35.5	40.5	41.5
#132C44	36	41	-1	35.5	36.5	40.5	41.5
#132C44	38	41	-1	37.5	38.5	40.5	41.5
#132B43	42	41	-1	41.5	42.5	40.5	41.5
#132B43	24	42	-1	23.5	24.5	41.5	42.5
#132C44	28	42	-1	27.5	28.5	41.5	42.5
#132B43	30	42	-1	29.5	30.5	41.5	42.5
#132B43	32	42	-1	31.5	32.5	41.5	42.5
#152E47	34	42	-1	33.5	34.5	41.5	42.5
#132B43	40	42	-1	39.5	40.5	41.5	42.5
#132C44	42	42	-1	41.5	42.5	41.5	42.5
#132B43	44	42	-1	43.5	44.5	41.5	42.5
#132B43	26	43	-1	25.5	26.5	42.5	43.5
#132B43	28	43	-1	27.5	28.5	42.5	43.5
#132B43	29	43	-1	28.5	29.5	42.5	43.5
#132B43	31	43	-1	30.5	31.5	42.5	43.5
#132B43	36	43	-1	35.5	36.5	42.5	43.5
#132B43	32	44	-1	31.5	32.5	43.5	44.5
#132B43	33	45	-1	32.5	33.5	44.5	45.5
#132B43	37	45	-1	36.5	37.5	44.5	45.5
#132B43	45	46	-1	44.5	45.5	45.5	46.5
#132B43	30	48	-1	29.5	30.5	47.5	48.5
#142D46	50	50	-1	49.5	50.5	49.5	50.5
